filepath,emotion
processed_clips\90_clip_2.npz,Fear
processed_clips\90_clip_3.npz,Fear
processed_clips\90_clip_4.npz,Fear
processed_clips\90_clip_5.npz,Fear
processed_clips\90_clip_6.npz,Fear
processed_clips\90_clip_7.npz,Fear
processed_clips\90_clip_8.npz,Fear
processed_clips\90_clip_9.npz,Fear
processed_clips\90_clip_10.npz,Fear
processed_clips\90_clip_11.npz,Fear
processed_clips\91_clip_0.npz,Neutral
processed_clips\91_clip_1.npz,Neutral
processed_clips\91_clip_2.npz,Neutral
processed_clips\91_clip_3.npz,Neutral
processed_clips\91_clip_4.npz,Neutral
processed_clips\91_clip_5.npz,Neutral
processed_clips\91_clip_6.npz,Neutral
processed_clips\91_clip_7.npz,Neutral
processed_clips\91_clip_8.npz,Neutral
processed_clips\91_clip_9.npz,Neutral
processed_clips\91_clip_10.npz,Neutral
processed_clips\91_clip_11.npz,Neutral
processed_clips\92_clip_0.npz,Surprise
processed_clips\92_clip_1.npz,Surprise
processed_clips\92_clip_2.npz,Surprise
processed_clips\92_clip_3.npz,Surprise
processed_clips\92_clip_4.npz,Surprise
processed_clips\92_clip_5.npz,Surprise
processed_clips\92_clip_6.npz,Surprise
processed_clips\92_clip_7.npz,Surprise
processed_clips\92_clip_8.npz,Surprise
processed_clips\92_clip_9.npz,Surprise
processed_clips\92_clip_10.npz,Surprise
processed_clips\92_clip_11.npz,Surprise
processed_clips\93_clip_0.npz,Proud
processed_clips\93_clip_1.npz,Proud
processed_clips\93_clip_2.npz,Proud
processed_clips\93_clip_3.npz,Proud
processed_clips\93_clip_4.npz,Proud
processed_clips\93_clip_5.npz,Proud
processed_clips\93_clip_6.npz,Proud
processed_clips\93_clip_7.npz,Proud
processed_clips\93_clip_8.npz,Proud
processed_clips\93_clip_9.npz,Proud
processed_clips\93_clip_10.npz,Proud
processed_clips\93_clip_11.npz,Proud
processed_clips\94_clip_0.npz,Surprise
processed_clips\94_clip_1.npz,Surprise
processed_clips\94_clip_2.npz,Surprise
processed_clips\94_clip_3.npz,Surprise
processed_clips\94_clip_4.npz,Surprise
processed_clips\94_clip_5.npz,Surprise
processed_clips\94_clip_6.npz,Surprise
processed_clips\94_clip_7.npz,Surprise
processed_clips\94_clip_8.npz,Surprise
processed_clips\94_clip_9.npz,Surprise
processed_clips\94_clip_10.npz,Surprise
processed_clips\94_clip_11.npz,Surprise
processed_clips\95_clip_0.npz,Trust
processed_clips\95_clip_1.npz,Trust
processed_clips\95_clip_2.npz,Trust
processed_clips\95_clip_3.npz,Trust
processed_clips\95_clip_4.npz,Trust
processed_clips\95_clip_5.npz,Trust
processed_clips\95_clip_6.npz,Trust
processed_clips\95_clip_7.npz,Trust
processed_clips\95_clip_8.npz,Trust
processed_clips\95_clip_9.npz,Trust
processed_clips\95_clip_10.npz,Trust
processed_clips\95_clip_11.npz,Trust
processed_clips\96_clip_0.npz,Proud
processed_clips\96_clip_1.npz,Proud
processed_clips\96_clip_2.npz,Proud
processed_clips\96_clip_3.npz,Proud
processed_clips\96_clip_4.npz,Proud
processed_clips\96_clip_5.npz,Proud
processed_clips\96_clip_6.npz,Proud
processed_clips\96_clip_7.npz,Proud
processed_clips\96_clip_8.npz,Proud
processed_clips\96_clip_9.npz,Proud
processed_clips\96_clip_10.npz,Proud
processed_clips\96_clip_11.npz,Proud
processed_clips\97_clip_0.npz,Trust
processed_clips\97_clip_1.npz,Trust
processed_clips\97_clip_2.npz,Trust
processed_clips\97_clip_3.npz,Trust
processed_clips\97_clip_4.npz,Trust
processed_clips\97_clip_5.npz,Trust
processed_clips\97_clip_6.npz,Trust
processed_clips\97_clip_7.npz,Trust
processed_clips\97_clip_8.npz,Trust
processed_clips\97_clip_9.npz,Trust
processed_clips\97_clip_10.npz,Trust
processed_clips\97_clip_11.npz,Trust
processed_clips\98_clip_0.npz,Trust
processed_clips\98_clip_1.npz,Trust
processed_clips\98_clip_2.npz,Trust
processed_clips\98_clip_3.npz,Trust
processed_clips\98_clip_4.npz,Trust
processed_clips\98_clip_5.npz,Trust
processed_clips\98_clip_6.npz,Trust
processed_clips\98_clip_7.npz,Trust
processed_clips\98_clip_8.npz,Trust
processed_clips\98_clip_9.npz,Trust
processed_clips\98_clip_10.npz,Trust
processed_clips\98_clip_11.npz,Trust
processed_clips\99_clip_0.npz,Trust
processed_clips\99_clip_1.npz,Trust
processed_clips\99_clip_2.npz,Trust
processed_clips\99_clip_3.npz,Trust
processed_clips\99_clip_4.npz,Trust
processed_clips\99_clip_5.npz,Trust
processed_clips\99_clip_6.npz,Trust
processed_clips\99_clip_7.npz,Trust
processed_clips\99_clip_8.npz,Trust
processed_clips\99_clip_9.npz,Trust
processed_clips\99_clip_10.npz,Trust
processed_clips\99_clip_11.npz,Trust
processed_clips\100_clip_0.npz,Proud
processed_clips\100_clip_1.npz,Proud
processed_clips\100_clip_2.npz,Proud
processed_clips\100_clip_3.npz,Proud
processed_clips\100_clip_4.npz,Proud
processed_clips\100_clip_5.npz,Proud
processed_clips\100_clip_6.npz,Proud
processed_clips\100_clip_7.npz,Proud
processed_clips\100_clip_8.npz,Proud
processed_clips\100_clip_9.npz,Proud
processed_clips\100_clip_10.npz,Proud
processed_clips\100_clip_11.npz,Proud
processed_clips\101_clip_0.npz,Trust
processed_clips\101_clip_1.npz,Trust
processed_clips\101_clip_2.npz,Trust
processed_clips\101_clip_3.npz,Trust
processed_clips\101_clip_4.npz,Trust
processed_clips\101_clip_5.npz,Trust
processed_clips\101_clip_6.npz,Trust
processed_clips\101_clip_7.npz,Trust
processed_clips\101_clip_8.npz,Trust
processed_clips\101_clip_9.npz,Trust
processed_clips\101_clip_10.npz,Trust
processed_clips\101_clip_11.npz,Trust
processed_clips\102_clip_0.npz,Surprise
processed_clips\102_clip_1.npz,Surprise
processed_clips\102_clip_2.npz,Surprise
processed_clips\102_clip_3.npz,Surprise
processed_clips\102_clip_4.npz,Surprise
processed_clips\102_clip_5.npz,Surprise
processed_clips\102_clip_6.npz,Surprise
processed_clips\102_clip_7.npz,Surprise
processed_clips\102_clip_8.npz,Surprise
processed_clips\102_clip_9.npz,Surprise
processed_clips\102_clip_10.npz,Surprise
processed_clips\102_clip_11.npz,Surprise
processed_clips\103_clip_0.npz,Surprise
processed_clips\103_clip_1.npz,Surprise
processed_clips\103_clip_2.npz,Surprise
processed_clips\103_clip_3.npz,Surprise
processed_clips\103_clip_4.npz,Surprise
processed_clips\103_clip_5.npz,Surprise
processed_clips\103_clip_6.npz,Surprise
processed_clips\103_clip_7.npz,Surprise
processed_clips\103_clip_8.npz,Surprise
processed_clips\103_clip_9.npz,Surprise
processed_clips\103_clip_10.npz,Surprise
processed_clips\103_clip_11.npz,Surprise
processed_clips\103_clip_12.npz,Surprise
processed_clips\103_clip_13.npz,Surprise
processed_clips\104_clip_0.npz,Sadness
processed_clips\104_clip_1.npz,Sadness
processed_clips\104_clip_2.npz,Sadness
processed_clips\104_clip_3.npz,Sadness
processed_clips\104_clip_4.npz,Sadness
processed_clips\104_clip_5.npz,Sadness
processed_clips\104_clip_6.npz,Sadness
processed_clips\104_clip_7.npz,Sadness
processed_clips\104_clip_8.npz,Sadness
processed_clips\104_clip_9.npz,Sadness
processed_clips\104_clip_10.npz,Sadness
processed_clips\104_clip_11.npz,Sadness
processed_clips\104_clip_12.npz,Sadness
processed_clips\105_clip_0.npz,Proud
processed_clips\105_clip_1.npz,Proud
processed_clips\105_clip_2.npz,Proud
processed_clips\105_clip_3.npz,Proud
processed_clips\105_clip_4.npz,Proud
processed_clips\105_clip_5.npz,Proud
processed_clips\105_clip_6.npz,Proud
processed_clips\105_clip_7.npz,Proud
processed_clips\105_clip_8.npz,Proud
processed_clips\105_clip_9.npz,Proud
processed_clips\105_clip_10.npz,Proud
processed_clips\105_clip_11.npz,Proud
processed_clips\105_clip_12.npz,Proud
processed_clips\105_clip_13.npz,Proud
processed_clips\105_clip_14.npz,Proud
processed_clips\105_clip_15.npz,Proud
processed_clips\105_clip_16.npz,Proud
processed_clips\105_clip_17.npz,Proud
processed_clips\105_clip_18.npz,Proud
processed_clips\105_clip_19.npz,Proud
processed_clips\105_clip_20.npz,Proud
processed_clips\105_clip_21.npz,Proud
processed_clips\105_clip_22.npz,Proud
processed_clips\105_clip_23.npz,Proud
processed_clips\105_clip_24.npz,Proud
processed_clips\105_clip_25.npz,Proud
processed_clips\105_clip_26.npz,Proud
processed_clips\105_clip_27.npz,Proud
processed_clips\105_clip_28.npz,Proud
processed_clips\105_clip_29.npz,Proud
processed_clips\105_clip_30.npz,Proud
processed_clips\105_clip_31.npz,Proud
processed_clips\105_clip_32.npz,Proud
processed_clips\105_clip_33.npz,Proud
processed_clips\105_clip_34.npz,Proud
processed_clips\105_clip_35.npz,Proud
processed_clips\105_clip_36.npz,Proud
processed_clips\105_clip_37.npz,Proud
processed_clips\105_clip_38.npz,Proud
processed_clips\105_clip_39.npz,Proud
processed_clips\105_clip_40.npz,Proud
processed_clips\105_clip_41.npz,Proud
processed_clips\105_clip_42.npz,Proud
processed_clips\105_clip_43.npz,Proud
processed_clips\105_clip_44.npz,Proud
processed_clips\105_clip_45.npz,Proud
processed_clips\105_clip_46.npz,Proud
processed_clips\105_clip_47.npz,Proud
processed_clips\105_clip_48.npz,Proud
processed_clips\105_clip_49.npz,Proud
processed_clips\105_clip_50.npz,Proud
processed_clips\105_clip_51.npz,Proud
processed_clips\105_clip_52.npz,Proud
processed_clips\105_clip_53.npz,Proud
processed_clips\105_clip_54.npz,Proud
processed_clips\105_clip_55.npz,Proud
processed_clips\105_clip_56.npz,Proud
processed_clips\105_clip_57.npz,Proud
processed_clips\105_clip_58.npz,Proud
processed_clips\105_clip_59.npz,Proud
processed_clips\105_clip_60.npz,Proud
processed_clips\105_clip_61.npz,Proud
processed_clips\105_clip_62.npz,Proud
processed_clips\105_clip_63.npz,Proud
processed_clips\105_clip_64.npz,Proud
processed_clips\105_clip_65.npz,Proud
processed_clips\105_clip_66.npz,Proud
processed_clips\105_clip_67.npz,Proud
processed_clips\105_clip_68.npz,Proud
processed_clips\105_clip_69.npz,Proud
processed_clips\105_clip_70.npz,Proud
processed_clips\105_clip_71.npz,Proud
processed_clips\105_clip_72.npz,Proud
processed_clips\105_clip_73.npz,Proud
processed_clips\105_clip_74.npz,Proud
processed_clips\105_clip_75.npz,Proud
processed_clips\105_clip_76.npz,Proud
processed_clips\105_clip_77.npz,Proud
processed_clips\105_clip_78.npz,Proud
processed_clips\105_clip_79.npz,Proud
processed_clips\105_clip_80.npz,Proud
processed_clips\105_clip_81.npz,Proud
processed_clips\105_clip_82.npz,Proud
processed_clips\105_clip_83.npz,Proud
processed_clips\105_clip_84.npz,Proud
processed_clips\105_clip_85.npz,Proud
processed_clips\105_clip_86.npz,Proud
processed_clips\105_clip_87.npz,Proud
processed_clips\105_clip_88.npz,Proud
processed_clips\105_clip_89.npz,Proud
processed_clips\105_clip_90.npz,Proud
processed_clips\105_clip_91.npz,Proud
processed_clips\105_clip_92.npz,Proud
processed_clips\106_clip_0.npz,Proud
processed_clips\106_clip_1.npz,Proud
processed_clips\106_clip_2.npz,Proud
processed_clips\106_clip_3.npz,Proud
processed_clips\106_clip_4.npz,Proud
processed_clips\106_clip_5.npz,Proud
processed_clips\106_clip_6.npz,Proud
processed_clips\106_clip_7.npz,Proud
processed_clips\106_clip_8.npz,Proud
processed_clips\106_clip_9.npz,Proud
processed_clips\106_clip_10.npz,Proud
processed_clips\106_clip_11.npz,Proud
processed_clips\106_clip_12.npz,Proud
processed_clips\106_clip_13.npz,Proud
processed_clips\106_clip_14.npz,Proud
processed_clips\106_clip_15.npz,Proud
processed_clips\107_clip_0.npz,Surprise
processed_clips\107_clip_1.npz,Surprise
processed_clips\107_clip_2.npz,Surprise
processed_clips\107_clip_3.npz,Surprise
processed_clips\108_clip_0.npz,Surprise
processed_clips\108_clip_1.npz,Surprise
processed_clips\108_clip_2.npz,Surprise
processed_clips\108_clip_3.npz,Surprise
processed_clips\108_clip_4.npz,Surprise
processed_clips\108_clip_5.npz,Surprise
processed_clips\108_clip_6.npz,Surprise
processed_clips\108_clip_7.npz,Surprise
processed_clips\108_clip_8.npz,Surprise
processed_clips\109_clip_0.npz,Proud
processed_clips\109_clip_1.npz,Proud
processed_clips\109_clip_2.npz,Proud
processed_clips\109_clip_3.npz,Proud
processed_clips\109_clip_4.npz,Proud
processed_clips\109_clip_5.npz,Proud
processed_clips\109_clip_6.npz,Proud
processed_clips\109_clip_7.npz,Proud
processed_clips\109_clip_8.npz,Proud
processed_clips\109_clip_9.npz,Proud
processed_clips\110_clip_0.npz,Trust
processed_clips\110_clip_1.npz,Trust
processed_clips\110_clip_2.npz,Trust
processed_clips\110_clip_3.npz,Trust
processed_clips\110_clip_4.npz,Trust
processed_clips\110_clip_5.npz,Trust
processed_clips\110_clip_6.npz,Trust
processed_clips\110_clip_7.npz,Trust
processed_clips\110_clip_8.npz,Trust
processed_clips\110_clip_9.npz,Trust
processed_clips\110_clip_10.npz,Trust
processed_clips\110_clip_11.npz,Trust
processed_clips\110_clip_12.npz,Trust
processed_clips\110_clip_13.npz,Trust
processed_clips\110_clip_14.npz,Trust
processed_clips\110_clip_15.npz,Trust
processed_clips\110_clip_16.npz,Trust
processed_clips\110_clip_17.npz,Trust
processed_clips\110_clip_18.npz,Trust
processed_clips\110_clip_19.npz,Trust
processed_clips\110_clip_20.npz,Trust
processed_clips\110_clip_21.npz,Trust
processed_clips\110_clip_22.npz,Trust
processed_clips\111_clip_0.npz,Joy
processed_clips\111_clip_1.npz,Joy
processed_clips\111_clip_2.npz,Joy
processed_clips\111_clip_3.npz,Joy
processed_clips\111_clip_4.npz,Joy
processed_clips\111_clip_5.npz,Joy
processed_clips\111_clip_6.npz,Joy
processed_clips\111_clip_7.npz,Joy
processed_clips\111_clip_8.npz,Joy
processed_clips\111_clip_9.npz,Joy
processed_clips\111_clip_10.npz,Joy
processed_clips\111_clip_11.npz,Joy
processed_clips\111_clip_12.npz,Joy
processed_clips\112_clip_0.npz,Joy
processed_clips\112_clip_1.npz,Joy
processed_clips\112_clip_2.npz,Joy
processed_clips\112_clip_3.npz,Joy
processed_clips\112_clip_4.npz,Joy
processed_clips\112_clip_5.npz,Joy
processed_clips\112_clip_6.npz,Joy
processed_clips\112_clip_7.npz,Joy
processed_clips\112_clip_8.npz,Joy
processed_clips\112_clip_9.npz,Joy
processed_clips\112_clip_10.npz,Joy
processed_clips\112_clip_11.npz,Joy
processed_clips\112_clip_12.npz,Joy
processed_clips\112_clip_13.npz,Joy
processed_clips\112_clip_14.npz,Joy
processed_clips\112_clip_15.npz,Joy
processed_clips\112_clip_16.npz,Joy
processed_clips\112_clip_17.npz,Joy
processed_clips\113_clip_0.npz,Anger
processed_clips\113_clip_1.npz,Anger
processed_clips\113_clip_2.npz,Anger
processed_clips\113_clip_3.npz,Anger
processed_clips\113_clip_4.npz,Anger
processed_clips\113_clip_5.npz,Anger
processed_clips\113_clip_6.npz,Anger
processed_clips\113_clip_7.npz,Anger
processed_clips\113_clip_8.npz,Anger
processed_clips\113_clip_9.npz,Anger
processed_clips\113_clip_10.npz,Anger
processed_clips\113_clip_11.npz,Anger
processed_clips\113_clip_12.npz,Anger
processed_clips\113_clip_13.npz,Anger
processed_clips\113_clip_14.npz,Anger
processed_clips\113_clip_15.npz,Anger
processed_clips\113_clip_16.npz,Anger
processed_clips\113_clip_17.npz,Anger
processed_clips\113_clip_18.npz,Anger
processed_clips\113_clip_19.npz,Anger
processed_clips\113_clip_20.npz,Anger
processed_clips\113_clip_21.npz,Anger
processed_clips\114_clip_0.npz,Surprise
processed_clips\114_clip_1.npz,Surprise
processed_clips\114_clip_2.npz,Surprise
processed_clips\114_clip_3.npz,Surprise
processed_clips\114_clip_4.npz,Surprise
processed_clips\114_clip_5.npz,Surprise
processed_clips\114_clip_6.npz,Surprise
processed_clips\114_clip_7.npz,Surprise
processed_clips\114_clip_8.npz,Surprise
processed_clips\114_clip_9.npz,Surprise
processed_clips\115_clip_0.npz,Surprise
processed_clips\115_clip_1.npz,Surprise
processed_clips\115_clip_2.npz,Surprise
processed_clips\115_clip_3.npz,Surprise
processed_clips\115_clip_4.npz,Surprise
processed_clips\115_clip_5.npz,Surprise
processed_clips\115_clip_6.npz,Surprise
processed_clips\115_clip_7.npz,Surprise
processed_clips\115_clip_8.npz,Surprise
processed_clips\115_clip_9.npz,Surprise
processed_clips\115_clip_10.npz,Surprise
processed_clips\115_clip_11.npz,Surprise
processed_clips\115_clip_12.npz,Surprise
processed_clips\115_clip_13.npz,Surprise
processed_clips\115_clip_14.npz,Surprise
processed_clips\115_clip_15.npz,Surprise
processed_clips\115_clip_16.npz,Surprise
processed_clips\115_clip_17.npz,Surprise
processed_clips\115_clip_18.npz,Surprise
processed_clips\115_clip_19.npz,Surprise
processed_clips\115_clip_20.npz,Surprise
processed_clips\115_clip_21.npz,Surprise
processed_clips\115_clip_22.npz,Surprise
processed_clips\116_clip_0.npz,Joy
processed_clips\116_clip_1.npz,Joy
processed_clips\116_clip_2.npz,Joy
processed_clips\116_clip_3.npz,Joy
processed_clips\116_clip_4.npz,Joy
processed_clips\116_clip_5.npz,Joy
processed_clips\116_clip_6.npz,Joy
processed_clips\117_clip_0.npz,Proud
processed_clips\117_clip_1.npz,Proud
processed_clips\117_clip_2.npz,Proud
processed_clips\117_clip_3.npz,Proud
processed_clips\117_clip_4.npz,Proud
processed_clips\117_clip_5.npz,Proud
processed_clips\117_clip_6.npz,Proud
processed_clips\117_clip_7.npz,Proud
processed_clips\117_clip_8.npz,Proud
processed_clips\118_clip_0.npz,Proud
processed_clips\118_clip_1.npz,Proud
processed_clips\118_clip_2.npz,Proud
processed_clips\118_clip_3.npz,Proud
processed_clips\118_clip_4.npz,Proud
processed_clips\118_clip_5.npz,Proud
processed_clips\118_clip_6.npz,Proud
processed_clips\118_clip_7.npz,Proud
processed_clips\118_clip_8.npz,Proud
processed_clips\118_clip_9.npz,Proud
processed_clips\118_clip_10.npz,Proud
processed_clips\118_clip_11.npz,Proud
processed_clips\118_clip_12.npz,Proud
processed_clips\118_clip_13.npz,Proud
processed_clips\119_clip_0.npz,Anger
processed_clips\119_clip_1.npz,Anger
processed_clips\119_clip_2.npz,Anger
processed_clips\119_clip_3.npz,Anger
processed_clips\119_clip_4.npz,Anger
processed_clips\119_clip_5.npz,Anger
processed_clips\119_clip_6.npz,Anger
processed_clips\119_clip_7.npz,Anger
processed_clips\119_clip_8.npz,Anger
processed_clips\119_clip_9.npz,Anger
processed_clips\119_clip_10.npz,Anger
processed_clips\119_clip_11.npz,Anger
processed_clips\119_clip_12.npz,Anger
processed_clips\119_clip_13.npz,Anger
processed_clips\119_clip_14.npz,Anger
processed_clips\119_clip_15.npz,Anger
processed_clips\119_clip_16.npz,Anger
processed_clips\119_clip_17.npz,Anger
processed_clips\119_clip_18.npz,Anger
processed_clips\119_clip_19.npz,Anger
processed_clips\119_clip_20.npz,Anger
processed_clips\119_clip_21.npz,Anger
processed_clips\119_clip_22.npz,Anger
processed_clips\119_clip_23.npz,Anger
processed_clips\119_clip_24.npz,Anger
processed_clips\120_clip_0.npz,Surprise
processed_clips\120_clip_1.npz,Surprise
processed_clips\120_clip_2.npz,Surprise
processed_clips\120_clip_3.npz,Surprise
processed_clips\120_clip_4.npz,Surprise
processed_clips\120_clip_5.npz,Surprise
processed_clips\120_clip_6.npz,Surprise
processed_clips\120_clip_7.npz,Surprise
processed_clips\120_clip_8.npz,Surprise
processed_clips\120_clip_9.npz,Surprise
processed_clips\121_clip_0.npz,Trust
processed_clips\121_clip_1.npz,Trust
processed_clips\121_clip_2.npz,Trust
processed_clips\121_clip_3.npz,Trust
processed_clips\121_clip_4.npz,Trust
processed_clips\121_clip_5.npz,Trust
processed_clips\121_clip_6.npz,Trust
processed_clips\121_clip_7.npz,Trust
processed_clips\121_clip_8.npz,Trust
processed_clips\122_clip_0.npz,Joy
processed_clips\122_clip_1.npz,Joy
processed_clips\122_clip_2.npz,Joy
processed_clips\122_clip_3.npz,Joy
processed_clips\122_clip_4.npz,Joy
processed_clips\122_clip_5.npz,Joy
processed_clips\122_clip_6.npz,Joy
processed_clips\122_clip_7.npz,Joy
processed_clips\122_clip_8.npz,Joy
processed_clips\122_clip_9.npz,Joy
processed_clips\122_clip_10.npz,Joy
processed_clips\122_clip_11.npz,Joy
processed_clips\122_clip_12.npz,Joy
processed_clips\124_clip_0.npz,Surprise
processed_clips\125_clip_0.npz,Proud
processed_clips\125_clip_1.npz,Proud
processed_clips\125_clip_2.npz,Proud
processed_clips\125_clip_3.npz,Proud
processed_clips\125_clip_4.npz,Proud
processed_clips\125_clip_5.npz,Proud
processed_clips\125_clip_6.npz,Proud
processed_clips\125_clip_7.npz,Proud
processed_clips\125_clip_8.npz,Proud
processed_clips\125_clip_9.npz,Proud
processed_clips\125_clip_10.npz,Proud
processed_clips\125_clip_11.npz,Proud
processed_clips\125_clip_12.npz,Proud
processed_clips\126_clip_0.npz,Proud
processed_clips\126_clip_1.npz,Proud
processed_clips\126_clip_2.npz,Proud
processed_clips\126_clip_3.npz,Proud
processed_clips\126_clip_4.npz,Proud
processed_clips\126_clip_5.npz,Proud
processed_clips\126_clip_6.npz,Proud
processed_clips\126_clip_7.npz,Proud
processed_clips\126_clip_8.npz,Proud
processed_clips\126_clip_9.npz,Proud
processed_clips\126_clip_10.npz,Proud
processed_clips\126_clip_11.npz,Proud
processed_clips\126_clip_12.npz,Proud
processed_clips\126_clip_13.npz,Proud
processed_clips\126_clip_14.npz,Proud
processed_clips\127_clip_0.npz,Proud
processed_clips\127_clip_1.npz,Proud
processed_clips\127_clip_2.npz,Proud
processed_clips\127_clip_3.npz,Proud
processed_clips\127_clip_4.npz,Proud
processed_clips\127_clip_5.npz,Proud
processed_clips\127_clip_6.npz,Proud
processed_clips\127_clip_7.npz,Proud
processed_clips\127_clip_8.npz,Proud
processed_clips\127_clip_9.npz,Proud
processed_clips\127_clip_10.npz,Proud
processed_clips\127_clip_11.npz,Proud
processed_clips\127_clip_12.npz,Proud
processed_clips\127_clip_13.npz,Proud
processed_clips\128_clip_0.npz,Surprise
processed_clips\128_clip_1.npz,Surprise
processed_clips\128_clip_2.npz,Surprise
processed_clips\128_clip_3.npz,Surprise
processed_clips\128_clip_4.npz,Surprise
processed_clips\128_clip_5.npz,Surprise
processed_clips\128_clip_6.npz,Surprise
processed_clips\128_clip_7.npz,Surprise
processed_clips\128_clip_8.npz,Surprise
processed_clips\128_clip_9.npz,Surprise
processed_clips\128_clip_10.npz,Surprise
processed_clips\128_clip_11.npz,Surprise
processed_clips\128_clip_12.npz,Surprise
processed_clips\128_clip_13.npz,Surprise
processed_clips\128_clip_14.npz,Surprise
processed_clips\128_clip_15.npz,Surprise
processed_clips\128_clip_16.npz,Surprise
processed_clips\128_clip_17.npz,Surprise
processed_clips\128_clip_18.npz,Surprise
processed_clips\128_clip_19.npz,Surprise
processed_clips\128_clip_20.npz,Surprise
processed_clips\128_clip_21.npz,Surprise
processed_clips\128_clip_22.npz,Surprise
processed_clips\128_clip_23.npz,Surprise
processed_clips\128_clip_24.npz,Surprise
processed_clips\128_clip_25.npz,Surprise
processed_clips\129_clip_0.npz,Surprise
processed_clips\129_clip_1.npz,Surprise
processed_clips\129_clip_2.npz,Surprise
processed_clips\129_clip_3.npz,Surprise
processed_clips\129_clip_4.npz,Surprise
processed_clips\129_clip_5.npz,Surprise
processed_clips\129_clip_6.npz,Surprise
processed_clips\129_clip_7.npz,Surprise
processed_clips\129_clip_8.npz,Surprise
processed_clips\129_clip_9.npz,Surprise
processed_clips\129_clip_10.npz,Surprise
processed_clips\129_clip_11.npz,Surprise
processed_clips\129_clip_12.npz,Surprise
processed_clips\129_clip_13.npz,Surprise
processed_clips\129_clip_14.npz,Surprise
processed_clips\129_clip_15.npz,Surprise
processed_clips\129_clip_16.npz,Surprise
processed_clips\129_clip_17.npz,Surprise
processed_clips\129_clip_18.npz,Surprise
processed_clips\129_clip_19.npz,Surprise
processed_clips\129_clip_20.npz,Surprise
processed_clips\130_clip_0.npz,Surprise
processed_clips\130_clip_1.npz,Surprise
processed_clips\130_clip_2.npz,Surprise
processed_clips\130_clip_3.npz,Surprise
processed_clips\130_clip_4.npz,Surprise
processed_clips\130_clip_5.npz,Surprise
processed_clips\130_clip_6.npz,Surprise
processed_clips\130_clip_7.npz,Surprise
processed_clips\130_clip_8.npz,Surprise
processed_clips\130_clip_9.npz,Surprise
processed_clips\131_clip_0.npz,Surprise
processed_clips\131_clip_1.npz,Surprise
processed_clips\131_clip_2.npz,Surprise
processed_clips\131_clip_3.npz,Surprise
processed_clips\131_clip_4.npz,Surprise
processed_clips\131_clip_5.npz,Surprise
processed_clips\132_clip_0.npz,Sadness
processed_clips\132_clip_1.npz,Sadness
processed_clips\132_clip_2.npz,Sadness
processed_clips\132_clip_3.npz,Sadness
processed_clips\132_clip_4.npz,Sadness
processed_clips\132_clip_5.npz,Sadness
processed_clips\132_clip_6.npz,Sadness
processed_clips\132_clip_7.npz,Sadness
processed_clips\132_clip_8.npz,Sadness
processed_clips\132_clip_9.npz,Sadness
processed_clips\132_clip_10.npz,Sadness
processed_clips\132_clip_11.npz,Sadness
processed_clips\132_clip_12.npz,Sadness
processed_clips\132_clip_13.npz,Sadness
processed_clips\133_clip_0.npz,Surprise
processed_clips\133_clip_1.npz,Surprise
processed_clips\133_clip_2.npz,Surprise
processed_clips\133_clip_3.npz,Surprise
processed_clips\133_clip_4.npz,Surprise
processed_clips\133_clip_5.npz,Surprise
processed_clips\133_clip_6.npz,Surprise
processed_clips\133_clip_7.npz,Surprise
processed_clips\133_clip_8.npz,Surprise
processed_clips\133_clip_9.npz,Surprise
processed_clips\134_clip_0.npz,Anger
processed_clips\134_clip_1.npz,Anger
processed_clips\134_clip_2.npz,Anger
processed_clips\134_clip_3.npz,Anger
processed_clips\134_clip_4.npz,Anger
processed_clips\134_clip_5.npz,Anger
processed_clips\134_clip_6.npz,Anger
processed_clips\134_clip_7.npz,Anger
processed_clips\134_clip_8.npz,Anger
processed_clips\134_clip_9.npz,Anger
processed_clips\134_clip_10.npz,Anger
processed_clips\134_clip_11.npz,Anger
processed_clips\134_clip_12.npz,Anger
processed_clips\134_clip_13.npz,Anger
processed_clips\134_clip_14.npz,Anger
processed_clips\134_clip_15.npz,Anger
processed_clips\134_clip_16.npz,Anger
processed_clips\134_clip_17.npz,Anger
processed_clips\135_clip_0.npz,Proud
processed_clips\135_clip_1.npz,Proud
processed_clips\135_clip_2.npz,Proud
processed_clips\135_clip_3.npz,Proud
processed_clips\135_clip_4.npz,Proud
processed_clips\135_clip_5.npz,Proud
processed_clips\135_clip_6.npz,Proud
processed_clips\135_clip_7.npz,Proud
processed_clips\135_clip_8.npz,Proud
processed_clips\135_clip_9.npz,Proud
processed_clips\135_clip_10.npz,Proud
processed_clips\135_clip_11.npz,Proud
processed_clips\135_clip_12.npz,Proud
processed_clips\135_clip_13.npz,Proud
processed_clips\135_clip_14.npz,Proud
processed_clips\135_clip_15.npz,Proud
processed_clips\136_clip_0.npz,Anger
processed_clips\136_clip_1.npz,Anger
processed_clips\136_clip_2.npz,Anger
processed_clips\136_clip_3.npz,Anger
processed_clips\136_clip_4.npz,Anger
processed_clips\136_clip_5.npz,Anger
processed_clips\136_clip_6.npz,Anger
processed_clips\136_clip_7.npz,Anger
processed_clips\136_clip_8.npz,Anger
processed_clips\136_clip_9.npz,Anger
processed_clips\136_clip_10.npz,Anger
processed_clips\136_clip_11.npz,Anger
processed_clips\136_clip_12.npz,Anger
processed_clips\136_clip_13.npz,Anger
processed_clips\137_clip_0.npz,Surprise
